id,username,created_at,lng,lat,text
1383975661534998533,VeilletteAndre,Mon Apr 19 02:48:05 +0000 2021,-73.723025,45.557830499999994,It seems Health Canada gathered expertise to evaluate thoroughly the COVID Vaccines.  NACI is bypassed. They are pr… https://t.co/m4F85iwQnE
1383975661723783169,bigboutya1,Mon Apr 19 02:48:05 +0000 2021,-73.36277100000001,40.705082000000004,He had a wife? Is this #evilliveshere meets #onthecase ?
1383975662344499205,DrMikeRegan,Mon Apr 19 02:48:05 +0000 2021,-118.4119065,34.0207895,https://t.co/s4KnIg3Ypx
1383975662482980871,Nellyjr80,Mon Apr 19 02:48:05 +0000 2021,-81.4256625,28.361774,Mets' Luis Rojas on Marcus Stroman's strong start to season: 'This year is the best version of him I've seen' | SNY… https://t.co/fePCQOfrE0
1383975662935961611,reprickhansen,Mon Apr 19 02:48:05 +0000 2021,-93.3613205,46.441860500000004,"One if by land, two if by sea....https://t.co/DGE4fz4y7i"
1383975663342788614,jpalmiotti,Mon Apr 19 02:48:05 +0000 2021,-82.7553405,27.9927105,Watched Thunderforce on Netflix. Landed with a thud. Had some funny parts but could have been so much better.  Opinions?
1383975663472758787,yolallamo3,Mon Apr 19 02:48:05 +0000 2021,-80.219911,26.212769,@AABenedetti Llego el jerarca @AABenedettiSe quedó viendo el funeral real.
1383975663569305608,_RunwayStudios_,Mon Apr 19 02:48:05 +0000 2021,-75.1651,39.9527,"Before and After 🥰🥰🥰Book with Runway!☎️ or 📲 4844160718#lashedbyrunway #runwaystudiosstyles @ Philadelphia, P… https://t.co/WpTGngdlLz"
1383975664030683139,D_Anderson58,Mon Apr 19 02:48:05 +0000 2021,-92.4367735,38.3045585,Sundays are for backroading the rzr and getting ice cream
1383975664378806281,WhoTookMySanity,Mon Apr 19 02:48:06 +0000 2021,-80.402683,33.937393,"2nd drink &amp; im seein double, i done turned lightweight 🤦🏽‍♂️"
1383975666350133251,Forever_Jason,Mon Apr 19 02:48:06 +0000 2021,-95.44648649999999,29.838495,Derrick is really my “JWoww”. we might block each other constantly but he’s always ready to go to war for me  https://t.co/NWjXkTpJPZ
1383975667193110530,shutupshelbs,Mon Apr 19 02:48:06 +0000 2021,-86.791549,36.200008,anxious?? send funny things pls ⬇️💋 xoxo
1383975667440644102,Raspberi_beauti,Mon Apr 19 02:48:06 +0000 2021,-90.23480974,32.26849018,Just posted a photo @ South Jxn https://t.co/PSZ0uNBbUZ
1383975667646164992,jshondy,Mon Apr 19 02:48:06 +0000 2021,-98.319925,38.498196,Disgraceful
1383975667788746752,JerryConatser,Mon Apr 19 02:48:06 +0000 2021,-92.13127399999999,34.7519365,@Annakhait And they are killing each other.
1383975668170465282,Melmel__t,Mon Apr 19 02:48:06 +0000 2021,-73.8311875,40.6708795,Literal dick head
1383975668598272010,JuanaCupcake,Mon Apr 19 02:48:07 +0000 2021,-75.77004099999999,42.746617,jamming to @meganhilty’s #HappensAllTheTime album and singing along. maybe i’ll record and share. maybe.
1383975669952958467,franksrailspho,Mon Apr 19 02:48:07 +0000 2021,-121.50906,38.576667,Just posted a photo @ Old Sacramento https://t.co/DseLTfUXYI
1383975669965590532,TheJCCarpenter,Mon Apr 19 02:48:07 +0000 2021,-98.5406515,29.417501,@RogSalazar Outstanding! 👏👍
1383975670074675205,AyeYoRod,Mon Apr 19 02:48:07 +0000 2021,-84.433106,33.7671945,DIVORCE !!
1383975670120812549,sierragarciaxo,Mon Apr 19 02:48:07 +0000 2021,-96.347781,30.6658585,😭😭😭😭😭
1383975670204665862,Gavindixon15,Mon Apr 19 02:48:07 +0000 2021,-95.91364200000001,36.1093915,@BrianBreakerODR if you recreated some of these old Gems; bottled a dozen or so of em all up into a catalog of some… https://t.co/KcvbwZ8tNU
1383975670485700610,grodysauceman,Mon Apr 19 02:48:07 +0000 2021,-87.9672925,43.0567225,@InternetHOF_ dude is the feces polices
1383975670615666693,Harold4733,Mon Apr 19 02:48:07 +0000 2021,-117.19548499999999,34.492627,@snapsextslut Wow
1383975670754156544,justbcsxxx,Mon Apr 19 02:48:07 +0000 2021,-76.6445975,39.21697,@wyocub Omg 🥵
1383975670913462273,Outeastmalik615,Mon Apr 19 02:48:07 +0000 2021,-86.791549,36.200008,When The Foodstamps hit
1383975670997405699,janinegomezm,Mon Apr 19 02:48:07 +0000 2021,-100.29359149999999,25.6417185,Ayyy quisiera darle mention a tanta gente en este tuit.
1383975670682767360,jaustin2020,Mon Apr 19 02:48:07 +0000 2021,-96.29164850000001,30.585471499999997,#lariat https://t.co/kfwAksy9wB
1383975671639076871,emj5150,Mon Apr 19 02:48:07 +0000 2021,-92.13127399999999,34.7519365,Congrats @stewartcink !
1383975672792567814,emmaceratops,Mon Apr 19 02:48:08 +0000 2021,-89.92202900000001,35.1335205,"There’s being in love, but then there’s this? Love+?"
1383975672838725645,DerrickDiner,Mon Apr 19 02:48:08 +0000 2021,-82.702766,41.4508725,@ericwobser ❤️ this!
1383975673035853838,Rodrigo49929320,Mon Apr 19 02:48:08 +0000 2021,-80.2333285,25.7823535,"Me da tristeza, porque si hubiese pensado bien las cosas no te estaría pasando eso 🤡"
1383975672972857356,Sandra41482271,Mon Apr 19 02:48:08 +0000 2021,-116.929102,32.3328765,💓🎶🎵🎧https://t.co/3nbEH8VERX
1383975673174249478,LittleRed623,Mon Apr 19 02:48:08 +0000 2021,-100.0768885,31.1688935,Hey @SenTedCruz You should be in Jail! From your Constituents The People you ran away from when we needed you.H… https://t.co/2oryP0fT1B
1383975673522311173,Cinematic_Life,Mon Apr 19 02:48:08 +0000 2021,-117.824049,33.810159,@mangiotto https://t.co/DUhzsimbNi
1383975674088591364,jljordaniii,Mon Apr 19 02:48:08 +0000 2021,-87.6497598,41.9492593,Just posted a video @ Kit Kat Lounge and Supper Club https://t.co/tR1bysG1Ml
1383975674499584013,stilldabeast73,Mon Apr 19 02:48:08 +0000 2021,-82.5461,27.4765865,@tokthadada CTE plus they have always wanted Boxing money
1383975674541604876,DoctorWhoDey,Mon Apr 19 02:48:08 +0000 2021,-84.261679,39.1230895,@LndsPatterson Me too if the pollen doesn’t kill me before I get the chance lol.
1383975675833450498,sihayadesigns,Mon Apr 19 02:48:08 +0000 2021,-76.8579695,39.269675,"Has Jack Black ever played Puck in A Midsummer Night's Dream? If not, this needs to be a thing asap."
1383975676382830593,Ragemark,Mon Apr 19 02:48:08 +0000 2021,-88.34206750000001,41.981102,So they open schools up but with the ridiculous contact tracing rules the athletes are afraid to go to school. Really @IDPH @GovPritzker.
1383975676726833157,LauraJaneBouton,Mon Apr 19 02:48:09 +0000 2021,-70.5869303,41.74386125,Normally I do not work with beads mostly because I have a hard time working with small things. I have dropped about… https://t.co/a9njYo76OR
1383975677574074368,SjvTesla,Mon Apr 19 02:48:09 +0000 2021,-121.30042549999999,37.980826,@TslaSteve @mymodl3 https://t.co/kBo9ORE08U
1383975678463254530,NYStepbyStep,Mon Apr 19 02:48:09 +0000 2021,-73.8311875,40.6708795,@michelcoeli Eu também ❤️
1383975677800579076,burritoconcoca,Mon Apr 19 02:48:09 +0000 2021,-106.1628985,28.941865999999997,El arte de ser norteño. https://t.co/T3mlPNFp9A
1383975679184621574,YDonna226,Mon Apr 19 02:48:09 +0000 2021,-75.26116400000001,39.921241,Last season I wanna see Drew and Latoya  #rhoatl
1383975679344091142,marlaZavada,Mon Apr 19 02:48:09 +0000 2021,-75.66877,41.4194095,@Maggarooo Oh I love lavender.
1383975678526181381,aaronsilvam1,Mon Apr 19 02:48:09 +0000 2021,-80.1491725,26.150368,mi sonrisa tiene tu nombre 🔥😈 https://t.co/pFnPTMO0V1
1383975679486689286,davidfuternick,Mon Apr 19 02:48:09 +0000 2021,-118.4119065,34.0207895,Construction represents my two least favorite things: Loud noises and change.
1383975679377559553,cracklow,Mon Apr 19 02:48:09 +0000 2021,-83.804475,27.698681999999998,@theodramatist I’m really aggressive with this on ads and suggestions
1383975680900177921,itsjayymacc,Mon Apr 19 02:48:10 +0000 2021,-84.644926,33.779824000000005,😂😂😂😂
1383975681600618502,OscarCareaga,Mon Apr 19 02:48:10 +0000 2021,-111.498181,28.9698625,@mpaulafloress Dile a morat
1383975682200408070,LoverPansexual,Mon Apr 19 02:48:10 +0000 2021,-87.732013,41.8335845,@BuddhaJahreem Bomb asf per usual ❤️🔥💦
1383975682573701124,michelleames,Mon Apr 19 02:48:10 +0000 2021,-77.788615,43.292283,"If putting things in rice really fixed them, I’d sleep on a rice mattress every night 😂."
1383975683089600516,SanDiegoSockers,Mon Apr 19 02:48:10 +0000 2021,-117.60378299999999,34.0451585,@ptaupier @PlanZ33 @MASLarena 😎
1383975682988908557,Kyle_Beckley,Mon Apr 19 02:48:10 +0000 2021,-108.562922,45.7974455,"@Taxpayers1234 I told my wife she could expect 5 to 8 tonight. She said ""It's 5 then"""
1383975684989591556,SchoolGarfield,Mon Apr 19 02:48:10 +0000 2021,-79.42086499999999,38.003375500000004,"@CoachMRoberts22 Uncommitted Marcus Young, ATH 6’0” WT185, Class 2021 GPA 3.2; 2021 First Team All DIST Def All Pur… https://t.co/9e4bgDB1CH"
1383975685828476942,arcticmonkeyssz,Mon Apr 19 02:48:11 +0000 2021,-81.2487865,42.9488405,gil vc fica ❤️
1383975686247907331,G_the_Bear,Mon Apr 19 02:48:11 +0000 2021,-75.117998,40.0048655,"He says Serge not Russ, lying ass niggas"
1383975686470180870,SonOfSamp35,Mon Apr 19 02:48:11 +0000 2021,-74.1880345,40.00134,LETS GO
1383975687934013445,MarcosMarccoss,Mon Apr 19 02:48:11 +0000 2021,-90.1786295,30.001244,A gente vai tirar o Caio né Brasil #RedeBBB
1383975687812313092,Melaina_Riley,Mon Apr 19 02:48:11 +0000 2021,-97.552161,35.4828435,Okay I know it’s a lot to ask but are there really no other queer Jews in Oklahoma????
1383975690299527171,StickyFaygoLuv,Mon Apr 19 02:48:12 +0000 2021,-70.938921,41.668285999999995,@Foreezyo Flying. You know I’m a top earner in a national corporation fam. Don’t front like I have free time like that
1383975690807115777,SwedenforTrump,Mon Apr 19 02:48:12 +0000 2021,-80.1677155,26.062405,👇
1383975691218132999,solarmimicry,Mon Apr 19 02:48:12 +0000 2021,-80.054806,26.5634825,@camilofdz Tqm primo
1383975691398434816,mondedualan,Mon Apr 19 02:48:12 +0000 2021,-96.7617535,32.819858499999995,Que paredão chato. Não vou nem votar #BBB21
1383975692094738443,jasonbahl,Mon Apr 19 02:48:12 +0000 2021,-105.14091400000001,39.6210755,@paul__132 @wpgraphql 👀
1383975692149297163,TomHorsman,Mon Apr 19 02:48:12 +0000 2021,-82.702766,41.4508725,"@cheshie04 Yeah, of all the cities I’ve been too, Milwaukee is the one that felt most familiar to me as a Cleveland… https://t.co/F9TxqwBkLD"
1383975692795142147,JerryLHarriman,Mon Apr 19 02:48:12 +0000 2021,-89.2665075,39.7393005,@StephanRBarnard https://t.co/aDlTgxxhgq
1383975693130731524,ShayRokkzPink,Mon Apr 19 02:48:12 +0000 2021,-86.1429225,39.7795625,@I_AM_LILPRINCE Thank you hun😘😘❤
1383975693210423296,FondationKhadim,Mon Apr 19 02:48:12 +0000 2021,-85.7554,38.2525,"Serigne Mountakha Mbacke yalla nafi yague tè wèrr @ Louisville, Kentucky https://t.co/ozyPbk3kDs"
1383975694464548864,lohojpg,Mon Apr 19 02:48:13 +0000 2021,-86.1429225,39.7795625,I’m having the time of my life or am I?
1383975694871326720,CanLiv,Mon Apr 19 02:48:13 +0000 2021,-88.27921900000001,40.1074845,@annasophia523 I have no idea and I hate that I even opened it!
1383975695420850179,rasmussenapple,Mon Apr 19 02:48:13 +0000 2021,-71.812438,42.275760000000005,@TheGloriaRecord No photos but we saw you in maybe 2003 with mono in a church basement. That show changed my life t… https://t.co/nlPqKmcRH1
1383975695894814725,TheDudist63,Mon Apr 19 02:48:13 +0000 2021,-119.30660750000001,37.2691755,@jordans23459 @dbm422 Melt that shit🤣
1383975696276492308,Rytheguy2000,Mon Apr 19 02:48:13 +0000 2021,-82.702766,41.4508725,@JordanAHill Had the same Kroger experience today 🥴
1383975695777337349,sSousaLeo,Mon Apr 19 02:48:13 +0000 2021,-122.0814425,37.396853,Eu já quero que o Caio volte só pra eu ver o teatro que a Vii vai montar pra enganar o paizinho. Vigarista versus C… https://t.co/rSzNtE2ZO8
1383975696498712578,YacaValenzuela,Mon Apr 19 02:48:13 +0000 2021,-103.23313,25.244222999999998,"@JZERMENOI A Webo que si, #ConZermeñoSiVoy"
1383975696528076802,wrighttechtalk,Mon Apr 19 02:48:13 +0000 2021,-122.4331955,45.510140500000006,@hopenewp 😍😍😍😍
1383975696792358916,fastcashj_,Mon Apr 19 02:48:13 +0000 2021,-74.012066,40.888461,@atribecalledmo 😭😭😭😭yeaaaaa hashtag that!!
1383975696721055749,MkisilMcHugh,Mon Apr 19 02:48:13 +0000 2021,-75.8001415,45.248791,Gorgeous way to close out the day 🌈 🌈 #hope #StaySafeStayHealthy #wevegotthis #getoutside  🔈 https://t.co/3PfVk25evC
1383975697736105995,bluejeans6775,Mon Apr 19 02:48:14 +0000 2021,-83.1738665,32.6782075,@cbenderatl 🎉👀🎉
1383975697186660358,Chiefs_Hockey,Mon Apr 19 02:48:13 +0000 2021,-121.9512525,49.1373095,NEVER SAY DIE🔥Down 2-0 with less than 4:00 left in the game... CHIEFS COME BACK AND WIN IT IN A SHOOTOUT! https://t.co/V7JHgguNCG
1383975698272899072,TRILLA_Phylicia,Mon Apr 19 02:48:14 +0000 2021,-81.3677725,28.501678499999997,i’m dying in tier rn. #ripPHY
1383975698059055104,m_sands97,Mon Apr 19 02:48:14 +0000 2021,-84.76301000000001,33.3799165,https://t.co/yMY2UOiad2
1383975698457497612,Stankaaaaaaaa,Mon Apr 19 02:48:14 +0000 2021,-82.063185,33.4407175,K.Michelle | Cry ☺️
1383975698633674752,JacksonSull3,Mon Apr 19 02:48:14 +0000 2021,-78.871284,38.438306,🤣 https://t.co/12A6yXqzy6
1383975698948186113,RaymondYos,Mon Apr 19 02:48:14 +0000 2021,-88.14251150000001,41.519555999999994,@Ghostly_Host My drinking team has a bowling problem.
1383975699346706449,vbhandari82,Mon Apr 19 02:48:14 +0000 2021,-79.2725695,43.629311,"@HellcatPerez Go for it, Michael!  If somebody else does before you do, they might get with her and you’ll be kicki… https://t.co/9nFQBwNDZi"
1383975699778740235,tristiandior3x,Mon Apr 19 02:48:14 +0000 2021,-78.657837,35.8439815,these edibles kiccing my ass
1383975700428779521,tinyari_,Mon Apr 19 02:48:14 +0000 2021,-83.804475,27.698681999999998,BIG TAY
1383975702962216964,urbanlivingokc,Mon Apr 19 02:48:15 +0000 2021,-97.552161,35.4828435,Sooners need to convince @DeVionHarmon11 to come back home now. Could be an incredible inside-out combination.… https://t.co/c6I9LMd38h
1383975703499001860,CosmicFilaments,Mon Apr 19 02:48:15 +0000 2021,-117.0093985,33.935967,"@Kierryk345 I’m just saying, Buddy needs to break out his multi-pass and fix that hair."
1383975704962899968,SilkyD_83,Mon Apr 19 02:48:15 +0000 2021,-78.4319515,42.0884535,@andydick I want to listen to my first podcast
1383975708712603648,MARABABYSTAR,Mon Apr 19 02:48:16 +0000 2021,-100.29359149999999,25.6417185,https://t.co/ZDvDBBeJU0
1383975709522030592,HOLLYandherEGO,Mon Apr 19 02:48:16 +0000 2021,-90.24782400000001,38.653771,@Phenomenon974 Woah
1383975710058942472,dudaataylor,Mon Apr 19 02:48:16 +0000 2021,-86.6807375,32.576227,Não aguento o Esquerdomacho reformado fazendo cara de cachorro. Hom**s são uo!
1383975710675464193,STP_Eagles,Mon Apr 19 02:48:17 +0000 2021,-74.15394699999999,40.572376000000006,My man @george_lamannna
1383975710293852164,EDWARDS85L,Mon Apr 19 02:48:17 +0000 2021,-97.754724,30.323345500000002,Sunday night 😎 https://t.co/APWnFT1Bt6
1383975711707332608,dasno1,Mon Apr 19 02:48:17 +0000 2021,-76.614,39.2944,"@justinlaboy Facts 💯💯 @ Baltimore, Maryland https://t.co/kGmnOALr7S"
1383975712395186176,_mynameisprince,Mon Apr 19 02:48:17 +0000 2021,-83.1738665,32.6782075,👅👅👅
1383975712705499147,uherjuh,Mon Apr 19 02:48:17 +0000 2021,-111.73856649999999,33.295215,O Thiago é muito mundinho Gil do Vigor 🤣 amo
1383975712621678599,DonnaVeeComedy,Mon Apr 19 02:48:17 +0000 2021,-74.1572635,40.821786,"Want to start your morning off in a positive way?!? If I can do it, you can too! https://t.co/A9CROaC9KW"
1383975714119032839,1Eastsidejay,Mon Apr 19 02:48:17 +0000 2021,-87.20465949999999,30.4547915,Why the fuck is a prom picture on my tl right now
1383975714433626115,AngelaAldatz,Mon Apr 19 02:48:18 +0000 2021,-122.6936605,42.191647,@kingsrush Badass
1383975715519930378,AFGP_Sports,Mon Apr 19 02:48:18 +0000 2021,-97.011168,32.655677999999995,"@LionHearted7v7 Yessir, do it all #ForTheLoveOfTheGame"
1383975715213746184,ghod,Mon Apr 19 02:48:18 +0000 2021,-104.92209349999999,39.713563,https://t.co/UQBLxdZwkR
1383975715482193929,KatrinkaReeves,Mon Apr 19 02:48:18 +0000 2021,-86.6807375,32.576227,@MELOD1P Come back soon and strong. I see your left though. I still want to be ROY!
1383975716509782026,Day_Rich44,Mon Apr 19 02:48:18 +0000 2021,-81.5167515,41.0808775,AMEN
1383975716492955653,TylerDowdell,Mon Apr 19 02:48:18 +0000 2021,-81.5425735,40.9890035,Rewatching #TOS (season 2 episode 23) and hearing @WilliamShatner read the opening lines of the constitution is gol… https://t.co/BR48SYrv7r
1383975717776416779,ItsSheddy501,Mon Apr 19 02:48:18 +0000 2021,-92.342322,34.721886,I just need some guidance in my steps...
1383975718917328904,anoelmc1,Mon Apr 19 02:48:19 +0000 2021,-112.12467649999999,33.5528625,Lucky bottom
1383975719424847878,OriginalMNMDet,Mon Apr 19 02:48:19 +0000 2021,-118.4119065,34.0207895,please retweet this!
1383975719785488388,_thatMDgirl,Mon Apr 19 02:48:19 +0000 2021,-76.62048200000001,39.284712999999996,When you realize that Neville Longbottom getting his rememball it was because he forgot his robe https://t.co/CUwEFjVVEo
1383975720351764485,khalidusman,Mon Apr 19 02:48:19 +0000 2021,-79.2996725,43.880694500000004,@HamidMirPAK You are such a negative influence! Unbelievable https://t.co/Mr0LgkCCFq
1383975720880263170,bkttwiitter05,Mon Apr 19 02:48:19 +0000 2021,-76.842037,38.9386045,@MsSouthernB4U Will have to check it out tomorrow.
1383975721878519810,ColomboMadeline,Mon Apr 19 02:48:19 +0000 2021,-77.57245499999999,43.211766999999995,"Thought for today:“You’re off to great places, today is your day. Your mountain is waiting, so get on your way.”-Dr. Seuss"
1383975722520236043,SallieMaeCohen4,Mon Apr 19 02:48:19 +0000 2021,-82.3422685,34.7959415,"""SERIOUSLY 😳😲😳!""""EXCUSES ONLY SATISFY THE ONE'S THAT MAKE THEM!' BONG... WRONG ANSWER!!!!!!!!""🙈🙈🙈"
1383975723040346116,sportstalkmatt,Mon Apr 19 02:48:20 +0000 2021,-115.223125,36.232915,@jenmschneider @PitBossGrills I’ve looked at those! I even thought about getting one shipped here
1383975724063748097,idalismflores,Mon Apr 19 02:48:20 +0000 2021,-122.83160649999999,45.415685499999995,@PDXToddDiskin @barbwonttweet In person it looks like a dark green/blue../ 🥴
1383975724202090496,jayno9_,Mon Apr 19 02:48:20 +0000 2021,-75.117998,40.0048655,Greatest Canadian basketball player of all time. @luthebeast
1383975724843814925,_saddiebaddie,Mon Apr 19 02:48:20 +0000 2021,-86.1429225,39.7795625,Giving up
1383975725204590597,testgeo2021,Mon Apr 19 02:48:20 +0000 2021,-122.39872,37.781157,TEST_LAT/LON: 7ccd4218-754b-4d37-b975-69524e0b69ce
1383975726785843203,pinnacleron,Mon Apr 19 02:48:20 +0000 2021,-111.85839849999999,33.639340000000004,I miss Quinn
1383975726307631108,billyo7,Mon Apr 19 02:48:20 +0000 2021,-116.27816150000001,33.668045500000005,Ice cream dog. @DivinaInfusino https://t.co/4f3zLu3iTi
1383975727087767555,NessyDior,Mon Apr 19 02:48:21 +0000 2021,-117.9987325,33.692542,#Sundayfunday 😈 https://t.co/KPbUupttJg
1383975727737958400,MinMinWu6,Mon Apr 19 02:48:21 +0000 2021,-123.370838,48.496225499999994,Edgar DegasFrench1834--1917 https://t.co/5QIakckvrp
1383975728425799686,WinterWestt_,Mon Apr 19 02:48:21 +0000 2021,-84.10465500000001,33.712745,The ones that twist they hair steal 😂😂
1383975728685846537,_DYLpickles_,Mon Apr 19 02:48:21 +0000 2021,-75.3864605,39.1450235,@PutyurBECintoit The older I get the more I feel like an outcast
1383975729415680005,1pretty_E,Mon Apr 19 02:48:21 +0000 2021,-83.804475,27.698681999999998,I need a vacation!
1383975729369518095,004clinden,Mon Apr 19 02:48:21 +0000 2021,-97.754724,30.323345500000002,"@aliciam8844 @britmarling We gotta find a way to get @netflix or @peacockTV renew @The_OA for Season 3, Season 4 an… https://t.co/OkDt58sKn1"
1383975729465991172,lbr218,Mon Apr 19 02:48:21 +0000 2021,-80.134986,26.3739755,Confession: every time I see the word “Congress” I read it in my head as “Congrefs” https://t.co/0hOrSXFA7E
1383975731663831042,Free_Dangergoon,Mon Apr 19 02:48:22 +0000 2021,-122.630908,45.536402,Asprilla                               Me                         🤝Shooting my shot from way out
1383975731579940873,realkamranali_,Mon Apr 19 02:48:22 +0000 2021,-96.7617535,32.819858499999995,Hello!!
1383975732062265348,Nic_Gulas,Mon Apr 19 02:48:22 +0000 2021,-86.760091,33.385555,That’s a goal if this is October 😑😑 #RCTID
1383975732259348483,rolandd48125138,Mon Apr 19 02:48:22 +0000 2021,-74.7243235,40.073040500000005,@thehill Wow 🤩. It’s about time. Fanci  😡 MAD Maxie Waters should adopt the drug addicts and homeless in her distri… https://t.co/fXHLiNMMWS
1383975733173784583,JammingHeavy,Mon Apr 19 02:48:22 +0000 2021,-81.3677725,28.501678499999997,"@MissLacyLennon Tricky combo, not easily doable in one place, but could get hot chicken @ https://t.co/U6md64Rnrs,… https://t.co/Y14TuaPxaz"
1383975736143347724,JayBoss1998,Mon Apr 19 02:48:23 +0000 2021,-117.9532395,34.0332605,reject humanity return to monke #MonkeVibing
1383975736353050629,Dsimps14,Mon Apr 19 02:48:23 +0000 2021,-77.4547325,43.2320245,Those chickens are coming back home to roost..... 🐓🐓
1383975736546004995,MoneyL__,Mon Apr 19 02:48:23 +0000 2021,-85.6411415,42.9564115,@bigbandaxe 🤣😭 okay but leave us short niggas alone
1383975736638271500,btwblabla,Mon Apr 19 02:48:23 +0000 2021,-76.9219435,39.1571815,@hiiancal Fiuk pelo amor de deus
1383975736877350913,EAGLE74HICKS,Mon Apr 19 02:48:23 +0000 2021,-85.6411415,42.9564115,@honeyriss19
1383975736977936384,503hicks,Mon Apr 19 02:48:23 +0000 2021,-112.12467649999999,33.5528625,Can we not..? I think about this far too often. 😪
1383975739490377728,sweatylobster1,Mon Apr 19 02:48:23 +0000 2021,-76.62048200000001,39.284712999999996,Like electro fry my shit. I’m not playing. I don’t ever wan be there again it was so hard getting tf out.
